local_path,package,hash
R/gsd-tte.qmd,gsDesign,4.3.2
R/gsd-tte.qmd,gsDesign2,4.3.2
R/gsd-tte.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/gsd-tte.qmd,rpact,4.3.2
R/gsd-tte.qmd,tibble,a84e2cc86d07289b3b6f5069df7a004c
R/jonckheere.qmd,DescTools,22a99741fe397d2102777b56b92891f4
R/jonckheere.qmd,ggplot2,7ad64861e028a777d7d67ff83231b548
R/jonckheere.qmd,readr,9de96463d2117f6ac49980577939dfb3
R/jonckheere.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/kolmogorov-smirnov_test.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/kolmogorov-smirnov_test.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/kruskal_wallis.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/kruskal_wallis.qmd,stats,4.3.2
R/linear-regression.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/linear-regression.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/logistic_regr.qmd,dplyr,fedd9d00c2944ff00a0e2696ccf048ec
R/logistic_regr.qmd,emmeans,6b0c6fcbdbefe525d2ee713f95880f90
R/logistic_regr.qmd,gmodels,4.3.2
R/logistic_regr.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/logistic_regr.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/logistic_regr.qmd,stats,4.3.2
R/manova.qmd,emmeans,6b0c6fcbdbefe525d2ee713f95880f90
R/manova.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/manova.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/manova.qmd,stats,4.3.2
R/manova.qmd,tidyverse,c328568cd14ea89a83bd4ca7f54ae07e
R/marginal_homogeneity_tests.qmd,coin,4084b5070a40ad99dad581ed3b67bd55
R/marginal_homogeneity_tests.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/marginal_homogeneity_tests.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/mcnemar.qmd,coin,4084b5070a40ad99dad581ed3b67bd55
R/mcnemar.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/mcnemar.qmd,stats,4.3.2
R/mcnemar.qmd,vcd,4.3.2
R/mi_mar_predictive_mean_match.qmd,mice,06f7db6f419c2873337f08d3ceac6187
R/mi_mar_predictive_mean_match.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/mi_mar_regression.qmd,mice,06f7db6f419c2873337f08d3ceac6187
R/mi_mar_regression.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/mmrm.qmd,emmeans,6b0c6fcbdbefe525d2ee713f95880f90
R/mmrm.qmd,mmrm,4.3.2
R/mmrm.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/nonpara_wilcoxon_ranksum.qmd,asht,4.3.2
R/nonpara_wilcoxon_ranksum.qmd,coin,4084b5070a40ad99dad581ed3b67bd55
R/nonpara_wilcoxon_ranksum.qmd,forcats,1a0a9a3d5083d0d573c4214576f1e690
R/nonpara_wilcoxon_ranksum.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/nonpara_wilcoxon_ranksum.qmd,stats,4.3.2
R/nonpara_wilcoxon_ranksum.qmd,tidyverse,c328568cd14ea89a83bd4ca7f54ae07e
R/nparestimate.qmd,coin,4084b5070a40ad99dad581ed3b67bd55
R/nparestimate.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/nparestimate.qmd,stats,4.3.2
R/rbmi_continuous_joint.qmd,broom,8fcc818f3b9887aebaf206f141437cc9
R/rbmi_continuous_joint.qmd,dplyr,fedd9d00c2944ff00a0e2696ccf048ec
R/rbmi_continuous_joint.qmd,emmeans,6b0c6fcbdbefe525d2ee713f95880f90
R/rbmi_continuous_joint.qmd,gt,4.3.2
R/rbmi_continuous_joint.qmd,labelled,be115c6af900d820c263a73ec8dea03c
R/rbmi_continuous_joint.qmd,mice,06f7db6f419c2873337f08d3ceac6187
R/rbmi_continuous_joint.qmd,mmrm,4.3.2
R/rbmi_continuous_joint.qmd,rbmi,4.3.2
R/rbmi_continuous_joint.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/rbmi_continuous_joint.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/rbmi_continuous_joint.qmd,tidyr,915fb7ce036c22a6a33b5a8adb712eb1
R/recurrent_events.qmd,dplyr,fedd9d00c2944ff00a0e2696ccf048ec
R/recurrent_events.qmd,gt,4.3.2
R/recurrent_events.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/recurrent_events.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/recurrent_events.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/recurrent_events.qmd,survival,fe42836742a4f065b3f3f5de81fccab9
R/rounding.qmd,dplyr,fedd9d00c2944ff00a0e2696ccf048ec
R/rounding.qmd,janitor,4.3.2
R/rounding.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/rounding.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/sample_s_equivalence.qmd,SampleSize4ClinicalTrials,4.3.2
R/sample_s_equivalence.qmd,TrialSize,4.3.2
R/sample_s_equivalence.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/sample_s_equivalence.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/sample_s_superiority.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/sample_s_superiority.qmd,pwr,adfa41db3678b41bf9235c514c51799a
R/sample_s_superiority.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/sample_s_superiority.qmd,samplesize,4.3.2
R/sample_s_superiority.qmd,stats,4.3.2
R/sample_s_test_of_trends.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/sample_s_test_of_trends.qmd,multiCA,4.3.2
R/sample_s_test_of_trends.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/sample_size_average_bioequivalence.qmd,PowerTOST,4.3.2
R/sample_size_average_bioequivalence.qmd,data.table,d06cd1a942bb17b607df7d57048d6840
R/sample_size_average_bioequivalence.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/sample_size_average_bioequivalence.qmd,purrr,cc8b5d43f90551fa6df0a6be5d640a4f
R/sample_size_average_bioequivalence.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/sample_size_non-inferiority.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/sample_size_non-inferiority.qmd,rpact,4.3.2
R/summary-stats.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/summary-stats.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/summary_skew_kurt.qmd,e1071,27a09ca40266a1066d62ef5402dd51d6
R/summary_skew_kurt.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/summary_skew_kurt.qmd,moments,bb94fd8ee5f7f127eae2bddbff26864d
R/summary_skew_kurt.qmd,procs,7b941743d6101b315e73c6652c3246db
R/summary_skew_kurt.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/summary_skew_kurt.qmd,sasLM,2f8e8e88b3267f0d61319e77876eaf90
R/summary_skew_kurt.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/summary_skew_kurt.qmd,stringr,960e2ae9e09656611e0b8214ad543207
R/summary_skew_kurt.qmd,tibble,a84e2cc86d07289b3b6f5069df7a004c
R/survey-stats-summary.qmd,gt,4.3.2
R/survey-stats-summary.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/survey-stats-summary.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/survey-stats-summary.qmd,survey,4.3.2
R/survival.qmd,broom,8fcc818f3b9887aebaf206f141437cc9
R/survival.qmd,ggsurvfit,4.3.2
R/survival.qmd,haven,9171f898db9d9c4c1b2c745adc2c1ef1
R/survival.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/survival.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/survival.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/survival.qmd,survival,fe42836742a4f065b3f3f5de81fccab9
R/survival.qmd,survminer,eefaa92518b3a23e8831652d8aaf0755
R/survival.qmd,tidyverse,c328568cd14ea89a83bd4ca7f54ae07e
R/survival_cif.qmd,ggsurvfit,4.3.2
R/survival_cif.qmd,haven,9171f898db9d9c4c1b2c745adc2c1ef1
R/survival_cif.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/survival_cif.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/survival_cif.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/survival_cif.qmd,survival,fe42836742a4f065b3f3f5de81fccab9
R/survival_cif.qmd,tidycmprsk,4.3.2
R/survival_cif.qmd,tidyverse,c328568cd14ea89a83bd4ca7f54ae07e
R/survival_csh.qmd,haven,9171f898db9d9c4c1b2c745adc2c1ef1
R/survival_csh.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/survival_csh.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/survival_csh.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/survival_csh.qmd,survival,fe42836742a4f065b3f3f5de81fccab9
R/survival_csh.qmd,tidyverse,c328568cd14ea89a83bd4ca7f54ae07e
R/tipping_point.qmd,dplyr,fedd9d00c2944ff00a0e2696ccf048ec
R/tipping_point.qmd,emmeans,6b0c6fcbdbefe525d2ee713f95880f90
R/tipping_point.qmd,furrr,da7a4c32196cb2262a41dd5a25d486ff
R/tipping_point.qmd,future,475771e3edb711591476be387c9a8c2e
R/tipping_point.qmd,ggplot2,7ad64861e028a777d7d67ff83231b548
R/tipping_point.qmd,gridExtra,7d7f283939f563670a697165b2cf5560
R/tipping_point.qmd,gt,4.3.2
R/tipping_point.qmd,knitr,9fcb189926d93c636dea94fbe4f44480
R/tipping_point.qmd,labelled,be115c6af900d820c263a73ec8dea03c
R/tipping_point.qmd,mice,06f7db6f419c2873337f08d3ceac6187
R/tipping_point.qmd,mmrm,4.3.2
R/tipping_point.qmd,parallelly,ca40f736e4d2dc6981c1dc9d14ea3dcf
R/tipping_point.qmd,purrr,cc8b5d43f90551fa6df0a6be5d640a4f
R/tipping_point.qmd,rbmi,4.3.2
R/tipping_point.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/tipping_point.qmd,rstan,8a5b5978f888a3477c116e0395d006f8
R/tipping_point.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/tipping_point.qmd,tidyr,915fb7ce036c22a6a33b5a8adb712eb1
R/tobit regression.qmd,VGAM,425a07ec335dccb62788ee99d8b8e64a
R/tobit regression.qmd,broom,8fcc818f3b9887aebaf206f141437cc9
R/tobit regression.qmd,censReg,4.3.2
R/tobit regression.qmd,dplyr,fedd9d00c2944ff00a0e2696ccf048ec
R/tobit regression.qmd,emmeans,6b0c6fcbdbefe525d2ee713f95880f90
R/tobit regression.qmd,gt,4.3.2
R/tobit regression.qmd,rmarkdown,df99277f63d01c34e95e3d2f06a79736
R/tobit regression.qmd,sessioninfo,3f9796a8d0a0e8c6eb49a4b029359d1f
R/tobit regression.qmd,stats,4.3.2
